,town,lat,lon
1550,Tingstäde,57.7356,18.6068
1552,Tjuvkil,57.8947,11.74
1553,Tjällmo,58.715,15.355
1554,Tjörnarp,55.9937,13.6272
1555,Toarp,55.5406,13.1223
1556,Tobo,60.2552,17.6575
1557,Tofta,57.5188,18.162
1558,Toftbyn,60.7135,15.7816
1559,Tollarp,55.9345,13.9745
1560,Tollered,57.82,12.4333
1561,Tomelilla,55.5506,13.9435
1562,Torarp,56.2049,14.7999
1563,Torbjörntorp,58.1978,13.6087
1564,Torekov,56.4262,12.6398
1565,Torestorp,57.3824,12.6857
1566,Torhamn,56.0946,15.8328
1567,Tormestorp,56.1167,13.7333
1568,Torna Hällestad,55.6781,13.4209
1569,Torpsbruk,57.029,14.5803
1570,Torpshammar,62.4771,16.3456
1571,Torreby,58.45,11.6
1572,Torsby,60.1357,12.9998
1574,Torsebro,56.1029,14.1291
1575,Torshälla,59.4261,16.4659
1576,Torshälla huvud,59.4261,16.4659
1577,Torsåker,60.5104,16.4713
1578,Torsång,60.4612,15.5755
1579,Torsås,56.4143,16.0019
1580,Tortuna,59.6769,16.7289
1581,Torup,55.9833,13.6167
1582,Tosseryd,57.76,12.9804
1583,Totebo,57.6293,16.1835
1584,Totra,60.9168,17.0842
1585,Tranemo,57.488,13.3484
1586,Tranholmen,59.3754,18.0883
1587,Transtrand,61.0729,13.3378
1588,Tranås,58.0318,14.9772
1589,Traryd,56.5767,13.7576
1590,Trekanten,56.6987,16.118
1591,Trelleborg,55.3769,13.1634
1592,Trollhättan,58.2884,12.3024
1593,Trosa,58.9024,17.5513
1594,Trulsegården,57.7564,11.8416
1595,Trångsviken,63.339,14.0198
1596,Tråvad,58.25,13.0833
1597,Trädet,57.9824,13.5425
1598,Träslövsläge,57.0605,12.2843
1599,Trödje,60.8169,17.2114
1600,Trönninge,56.6183,12.9466
1602,Tulebo,57.6139,12.0934
1603,Tumba,59.2026,17.8253
1604,Tumbo,59.4336,16.3386
1605,Tumlehed,57.736,11.7331
1606,Tun,58.4333,12.7333
1607,Tuna,57.5759,16.1067
1609,Tunadal,62.4143,17.3785
1610,Tunnerstad,58.0457,14.3386
1611,Tureholm,59.3167,17.7167
1612,Tving,56.3074,15.4737
1613,Tvååker,57.0423,12.3983
1614,Tvärskog,56.6172,16.0527
1615,Tvärålund,64.1,19.6833
1616,Tygelsjö,55.5181,12.9983
1617,Tylösand,56.6457,12.729
1618,Tyringe,56.1592,13.6007
1619,Tystberga,58.85,17.2333
1620,Tågarp,55.9251,12.9552
1621,Tånga och Rögle,56.1952,12.7741
1622,Tångaberg,57.1735,12.2255
1623,Täby,59.4642,18.0663
1624,Täfteå,63.8419,20.4922
1625,Täljö,59.4664,18.2391
1626,Tällberg,60.8235,14.9993
1627,Tärnaby,65.71,15.268
1628,Tärnsjö,60.1594,16.9374
1629,Tävelsås,56.7673,14.8258
1630,Töcksfors,59.5088,11.8376
1631,Töllsjö,57.7946,12.6474
1632,Töre,65.9167,22.65
1633,Töreboda,58.7065,14.1317
1634,Törestorp,57.2962,13.8489
1635,Tösse,58.9701,12.6606
1636,Ucklum,58.0833,11.95
1637,Uddebo,57.474,13.2607
1638,Uddeholm,60.0283,13.6236
1639,Uddevalla,58.3525,11.9401
1640,Uddheden,59.9377,12.9296
1641,Ullared,57.1361,12.7153
1642,Ullatti,67.0243,21.814
1643,Ullervad,58.6659,13.8581
1644,Ullånger,63.018,18.1878
1645,Ulricehamn,57.7928,13.4174
1646,Ulrika,58.1277,15.4394
1647,Ulvkälla,62.0225,14.3594
1648,Ulvåker,58.474,13.9265
1649,Umeå,63.8269,20.242
1650,Unbyn,65.7148,21.7509
1651,Undenäs,58.6598,14.4118
1652,Undersåker,63.3142,13.2529
1653,Unnaryd,56.9569,13.5382
1654,Upphärad,58.1594,12.3078
1655,Upplanda,60.2194,17.7369
1656,Upplands Väsby,59.5079,17.9307
1657,Uppsala,59.8333,17.6584
1658,Urshult,56.5313,14.8146
1659,Ursviken,64.7077,21.1756
1660,Utansjö,62.7833,17.9333
1661,Utby,58.35,11.7667
1662,Utvälinge,56.2159,12.7791
1663,Vadstena,58.4459,14.8944
1664,Vaggeryd,57.4967,14.1372
1665,Vagnhärad,58.9459,17.4974
1666,Valbo,60.6446,17.0262
1667,Valdemarsvik,58.2059,16.5946
1668,Valje,56.0632,14.5424
1669,Valla,59.0203,16.3796
1670,Vallargärdet,59.4771,13.5858
1671,Vallberga,56.4675,13.0237
1672,Vallda,57.4862,11.9711
1673,Vallentuna,59.5297,18.0743
1674,Vallsta,61.5333,16.3667
1675,Vallvik,61.1847,17.1792
1676,Vallåkra,55.9627,12.8556
1677,Valskog,59.4333,15.9333
1678,Vankiva,56.1833,13.7333
1679,Vannsätter,61.259,16.7922
1680,Vansbro,60.5145,14.2206
1682,Vaplan,63.3375,14.2219
1683,Varberg,57.1094,12.2533
1684,Varekil,58.1333,11.7
1685,Vargön,58.3566,12.3888
1686,Varnhem,58.3843,13.6477
1687,Vartofta,58.1,13.6333
1688,Vassbäck,57.34,12.1423
1689,Vassmolösa,56.5907,16.1832
1690,Vattholma,60.0172,17.7338
1691,Vattjom,62.3647,17.0308
1692,Vattnäs,61.0496,14.604
1694,Vaxholm,59.4031,18.2847
1695,Veberöd,55.6333,13.4833
1696,Veddige,57.2674,12.3346
1697,Vedevåg,59.5212,15.3042
1698,Vedum,58.1706,12.9959
1699,Vegby,57.6844,13.3955
1700,Veinge,56.5529,13.0766
1701,Vejbystrand,56.3159,12.7694
1702,Velanda,58.2308,12.3088
1703,Vellinge,55.4723,13.0254
1704,Vemdalen,62.4429,13.8667
1705,Vena,57.5218,15.9686
1706,Venjan,60.9528,13.9104
1707,Vessigebro,56.9813,12.6665
1708,Vetlanda,57.4217,15.0849
1709,Vibble,57.6035,18.2508
1710,Viby,59.0606,14.878
1711,Vickleby,56.5766,16.4604
1712,Vidja,59.2003,18.0656
1713,Vidsel,65.8333,20.5167
1714,Vidöåsen,59.3425,13.4546
1715,Vik,55.6144,14.2852
1716,Vika,60.5125,15.7139
1717,Vikarbyn,60.9092,15.0208
1718,Viken,56.145,12.5749
1719,Vikingstad,58.3814,15.437
1720,Vikmanshyttan,60.298,15.8271
1721,Viksjöfors,61.3383,15.9645
1722,Viksäter,59.2383,17.6204
1723,Vilhelmina,64.6241,16.6522
1724,Villshärad,56.6946,12.6979
1725,Vilshult,56.3588,14.5017
1726,Vimmerby,57.6683,15.8535
1727,Vinberg,56.9569,12.5497
1728,Vinbergs kyrkby,56.9303,12.5538
1729,Vindeln,64.2,19.7257
1730,Vingåker,59.0503,15.8747
1731,Vinninga,58.45,13.2667
1732,Vinnö,56.0545,14.0875
1733,Vinslöv,56.1033,13.913
1734,Vintrie,55.55,12.9667
1735,Vintrosa,59.2523,14.9575
1736,Vinäs,60.9677,14.535
1737,Virsbo,59.8718,16.0455
1738,Virserum,57.3197,15.58
1739,Visby,57.6267,18.3097
1740,Viskafors,57.6333,12.8333
1741,Vislanda,56.7867,14.4524
1742,Vissefjärda,56.5333,15.5833
1743,Vistträsk,65.7,20.65
1744,Vitaby,55.6774,14.154
1745,Vittangi,67.6773,21.6468
1746,Vittaryd,56.971,13.9451
1747,Vittinge,59.9,17.0667
1748,Vittjärv,65.8516,21.5936
1749,Vittsjö,56.342,13.6641
1750,Vittskövle,55.85,14.1333
1751,Vollsjö,55.6983,13.7934
1752,Vrena,58.8513,16.7139
1753,Vretstorp,59.023,14.8692
1754,Vrigstad,57.3555,14.4756
1755,Vrångö,57.5727,11.783
1756,Vuollerim,66.4303,20.6071
1757,Vålberg,59.3952,13.1953
1758,Våmhus,61.1189,14.4842
1759,Vånga,58.5789,15.8105
1760,Vårdsätra,59.81,17.6237
1761,Vårgårda,58.0348,12.8103
1762,Vårsta,59.1652,17.7972
1763,Våxtorp,56.4182,13.1269
1764,Väckelsång,56.6391,14.9212
1765,Väderstad,58.3137,14.9263
1766,Väggarp,55.7839,13.2377
1767,Väjern,58.3833,11.2667
1769,Vänersborg,58.3649,12.3162
1770,Väne-Åsaka,58.245,12.4195
1771,Vänge,59.85,17.4333
1772,Vännäs,63.905,19.7445
1773,Vännäsby,63.9184,19.8405
1774,Väring,58.5169,13.9789
1775,Värmdö-Evlinge,59.3387,18.5534
1776,Värmlandsbro,59.1818,13.0128
1777,Värnamo,57.1895,14.0436
1778,Värsås,58.35,14.05
1779,Väröbacka,57.25,12.1667
1780,Väse,59.3773,13.8578
1781,Väskinde,57.6915,18.4214
1782,Västanvik,60.732,14.9497
1783,Västerberg,60.5957,16.5582
1784,Västerby,60.3111,15.9275
1785,Västerfärnebo,59.9448,16.2742
1786,Västerhaninge,59.1211,18.0758
1787,Västerhejde,57.5829,18.2179
1788,Västerhus,63.334,18.5737
1789,Västerljung,58.9201,17.4491
1790,Västerlösa,58.4204,15.3385
1791,Västermyckeläng,61.2103,14.0346
1792,Västervik,57.7587,16.626
1793,Västerås,59.6246,16.5451
1794,Västibyn,65.8598,22.2803
1796,Västra Bodarna,57.8843,12.4681
1797,Västra Hagen,57.4277,11.9318
1798,Västra Husby,58.4838,16.1733
1799,Västra Ingelstad,55.4923,13.1124
1800,Västra Karaby,55.8103,13.0486
1801,Västra Karup,56.4121,12.7457
1802,Västra Klagstorp,55.5275,12.9963
1803,Västra Tommarp,55.3983,13.1013
1804,Västra Ämtervik,59.7266,13.1433
1805,Växjö,56.8894,14.7941
1806,Yngsjö,55.8793,14.2363
1807,Ysby,56.4927,13.1176
1808,Ystad,55.4349,13.8166
1809,Ytterhogdal,62.1833,14.95
1810,Ytternäs och Vreta,59.7696,17.5948
1811,Yttersjö,63.7721,19.9909
1812,Ytterån,63.3171,14.1718
1813,Zinkgruvan,58.8123,15.1065
1814,Åby,58.6667,16.1833
1816,Åbyggeby,60.7282,17.1135
1817,Åbytorp,59.1245,15.0817
1818,Åhus,55.9264,14.2989
1819,Åkarp,55.65,13.1167
1820,Åkers styckebruk,59.2564,17.1053
1821,Åkersberga,59.4817,18.3106
1822,Ålberga,58.725,16.584
1823,Åled,56.7424,12.9477
1824,Ålem,56.9517,16.3984
1825,Åmmeberg,58.8657,14.9995
1826,Åmot,60.9669,16.4423
1827,Åmotfors,59.7702,12.3686
1828,Åmsele,64.525,19.3586
1829,Åmynnet,63.1861,18.529
1830,Åmål,59.0516,12.699
1831,Ånge,62.5229,15.6548
1832,Ånäset,64.2868,21.0375
1833,Åre,63.3971,13.0793
1834,Årjäng,59.3851,12.1341
1835,Årstad,56.9205,12.6768
1836,Årsunda,60.5165,16.7345
1837,Åryd,56.8303,14.9832
1839,Ås,63.2505,14.5686
1841,Åsa,57.3497,12.1235
1842,Åsarne,62.6444,14.3716
1843,Åsarp,58.0238,13.5678
1844,Åsbro,58.9979,15.06
1845,Åsby,57.235,12.3114
1846,Åseda,57.1675,15.3513
1847,Åsele,64.1639,17.3549
1848,Åselstad,58.5453,16.2305
1849,Åsen,61.2749,13.8114
1850,Åsenhöga,57.4064,13.7963
1851,Åsensbruk,58.8026,12.4256
1852,Åshammar,60.6439,16.5481
1853,Åsljunga,56.3167,13.3667
1854,Åstol,57.9229,11.585
1855,Åstorp,56.1346,12.9333
1856,Återvall,59.2703,18.472
1857,Åtorp,59.1094,14.3679
1858,Åtvidaberg,58.1985,15.9943
1859,Älandsbro,62.6789,17.8462
1860,Älgarås,58.8107,14.2555
1861,Älghult,57.0081,15.5727
1862,Älmhult,56.5573,14.1361
1863,Älmsta,59.9727,18.8118
1864,Älta,59.2723,18.195
1865,Älvdalen,61.2239,14.0459
1866,Älvkarleby,60.5714,17.448
1867,Älvnäs,59.2833,17.7672
1868,Älvsbyn,65.6736,21.0126
1869,Älvsered,57.2442,12.8646
1870,Älvängen,57.9591,12.1245
1871,Äng,57.7,14.5667
1872,Änge,63.4569,14.0657
1873,Ängelholm,56.2524,12.8668
1874,Ängsholmen,59.3787,18.6496
1875,Ängsvik,59.3598,18.512
1876,Äppelbo,60.4867,14.0018
1877,Ärla,59.2826,16.6758
1878,Äsköping,59.1492,16.0676
1879,Äspered,57.7541,13.1793
1880,Äsperöd,55.6092,13.9176
1881,Ätran,57.0482,12.776
1882,Öbonäs,58.538,16.1872
1883,Öckerö,57.7264,11.6534
1884,Ödeborg,58.545,11.9751
1885,Ödeshög,58.2292,14.6559
1886,Ödsmål,58.1017,11.8613
1887,Ödåkra,56.1051,12.7483
1888,Öggestorp,57.7246,14.3834
1889,Öjersjö,57.7061,12.1355
1890,Ölmanäs,57.3629,12.0898
1891,Ölmbrotorp,59.3916,15.2432
1892,Ölme,59.3623,14.007
1893,Ölmstad,57.9247,14.3956
1894,Ölsta,59.4,17.65
1895,Önneköp,55.7858,13.8726
1896,Önnestad,56.0543,14.0232
1897,Örbyhus,60.2245,17.7016
1898,Örebro,59.2781,15.2025
1899,Öregrund,60.3377,18.4387
1900,Örkelljunga,56.2844,13.2797
1901,Örnsköldsvik,63.2832,18.6851
1902,Örserum,58.0073,14.5759
1903,Örsjö,56.7052,15.7533
1904,Örslösa,58.5044,13.0015
1905,Örsundsbro,59.7359,17.3097
1906,Örtagården,59.2519,17.841
1907,Örtofta,55.7847,13.2478
1908,Örviken,64.6763,21.2016
1909,Ösmo,58.9845,17.8934
1910,Östadkulle,58.0238,12.6348
1911,Östansjö,59.0458,14.996
1912,Östavall,62.4349,15.4887
1913,Österbybruk,60.2,17.9
1914,Österbymo,57.8268,15.2782
1915,Österforse,63.1547,17.0239
1916,Österfärnebo,60.2976,16.7931
1918,Österslöv,56.096,14.247
1919,Österstad,58.5195,15.1692
1920,Östersund,63.1807,14.6421
1921,Östervåla,60.1809,17.1815
1922,Östhammar,60.2555,18.3675
1923,Östhamra,59.7417,18.7027
1924,Östmark,60.2833,12.75
1925,Östnor,61.0303,14.491
1928,Östra Frölunda,57.3426,13.032
1929,Östra Grevie,55.4677,13.136
1930,Östra Husby,58.5787,16.5608
1932,Östra Karup,56.4223,12.9447
1933,Östra Ljungby,56.1896,13.0628
1934,Östra Ryd,58.4053,16.165
1935,Östra Sönnarslöv,55.8848,14.0183
1936,Östra Tommarp,55.536,14.238
1938,Östraby,55.7591,13.6855
1939,Överboda,63.8516,19.927
1940,Överhörnäs,63.2874,18.5815
1941,Överkalix,66.3193,22.848
1942,Överlida,57.3485,12.8993
1943,Övertorneå,66.3843,23.6383
1944,Överum,57.9889,16.3116
1945,Övre Soppero,68.0907,21.7008
1946,Övre Svartlå,66.0113,21.1771
1947,Öxabäck,57.3953,12.8158
1948,Öxeryd,57.7387,12.2756
1949,Aapua,66.8589,23.52
1950,Aareavaara,67.4419,23.4821
1951,Abborrträsk,65.45,19.3833
1952,Abisko,68.3495,18.8304
1953,Adak,65.3522,18.6033
1954,Adolfsfors och Köla,59.8013,12.2361
1955,Agerum och Bjäraryd,56.1543,14.6091
1956,Aggarp,57.5833,14.8667
1959,Agnäs,55.603,12.9954
1960,Ala,57.4222,18.6328
1961,Alafors,57.9221,12.0942
1963,Albacken,62.7842,16.0098
1964,Albano,59.3534,18.0578
1966,Alborga,60.6537,17.0663
1967,Albrunna,56.323,16.4067
1971,Ale,57.8343,12.0438
1972,Algustorp,56.2171,13.8711
1974,Allarp,56.4509,12.93
1980,Almbro,59.1957,15.2477
1982,Almo,60.7593,14.8402
1983,Almunge kyrkby,59.9809,18.1723
1984,Almvik,55.5575,13.0187
1986,Alnarp,55.65,13.0667
1987,Alnaryd,56.3424,15.4321
1988,Alsen,63.3871,13.9226
1989,Alsjöholm,56.6194,15.8348
1991,Alsån,66.3842,22.9229
1992,Alva,62.435,17.4097
1994,Ammarnäs,65.9597,16.2032
1996,Angarn och Rörby,59.535,18.1723
1999,Ansmark,63.7452,20.1287
2000,Anstorp,58.1143,12.4856
2001,Arbrå och Norra Kyrkbyn,61.5,16.3667
2002,Arkhyttan,60.4408,15.89
2003,Arkösund,58.4899,16.9393
2006,Arnemark,65.4805,21.1977
2007,Arrie,55.5151,13.0832
2008,Arvaby,59.2798,14.9159
2009,Arvslindan,60.533,15.1598
2010,Aröd,57.7333,11.95
2011,Asby,57.235,12.3114
2012,Asige,56.874,12.7411
2013,Askeröd,55.7588,13.5943
2014,Askesta,61.2481,16.9968
2015,Aspa,58.9271,17.1002
2016,Aspeboda,60.557,15.4929
2017,Aspeå,63.5453,19.3725
2018,Aspliden,66.1961,21.6357
2019,Asplund,59.0833,16.2167
2020,Asplunda,58.35,15.5333
2021,Aspåsnäset,63.3375,14.5894
2023,Assmundtorp och Skändla,57.781,11.932
2024,Attarp,56.3515,13.2694
2025,Attmar,62.3123,17.0542
2026,Auktsjaur,65.749,19.4138
2028,Ausås,56.1664,12.8876
2029,Avaträsk,64.3423,16.2593
2030,Avdala,59.4454,15.295
2031,Axamo,57.7583,14.0692
2032,Axeltofta,55.8621,12.8862
2033,Axelvold,55.9716,13.0963
2034,Axmar by,61.0016,17.1191
2041,Backa och Björknäs,59.3068,18.1473
2043,Backagården,55.3908,14.0958
2044,Backkrönet,58.2926,16.8441
2046,Baggbo,60.7603,15.4278
2047,Baggböle,63.839,20.132
2049,Balingsta,59.7627,17.425
2051,Balsjö,63.9251,19.0507
2052,Baltak,58.1333,13.9333
2053,Baltora,59.7329,18.8391
2054,Banafjäl,63.2867,19.0302
2055,Barlingbo,57.5683,18.4621
2057,Barnvik,59.2828,18.6366
2058,Barsele,65.0446,17.4512
2059,Barum,56.1126,14.3657
2060,Baskarp,58.0167,14.1445
2061,Baskemölla,55.5926,14.3144
2062,Baskemölla ängar,55.6125,14.2906
2063,Basttjärn,60.021,14.9822
2064,Bellö,57.5761,15.3272
2066,Benestad,56.8717,14.544
2068,Bensjö,62.7146,15.4633
2073,Berg och Sjökalla,60.9322,17.0176
2077,Berga södra och Fjället,59.6892,18.6885
2078,Berga ö,57.2186,16.0309
2080,Berghag,57.8634,14.1421
2082,Bergholm,58.975,16.786
2083,Bergkarlås,61.034,14.6358
2084,Bergom,63.2432,18.5848
2085,Bergsgården,60.6607,15.5634
2086,Bergshamra (södra delen),59.6373,18.6525
2087,Bergstena,58.0497,12.6555
2088,Bergsäng,60.1141,13.5638
2090,Betsede,59.3301,18.4336
2091,Betsele,64.6332,18.5506
2092,Bidalite,56.4201,15.8814
2094,Birka,59.3254,17.5615
2095,Biskopsmåla och del av Hemmingsmåla,56.2963,14.5544
2096,Bispberg,60.3543,15.7816
2099,Bjurfors,64.9952,19.625
2100,Bjurträsk,64.5669,17.9278
2101,Bjuråker,61.861,16.5693
2102,Bjåsta och Vade,61.9874,17.0232
2103,Bjälbo,58.3712,15.0051
2104,Bjälverud,60.0061,13.0951
2105,Bjännsjön,63.7911,20.0049
2106,Bjäresjö,55.4631,13.751
2108,Bjärka-Säby,58.2667,15.75
2110,Bjärlöv,56.1169,14.0889
2111,Bjärme,63.0107,14.608
2112,Bjärs,57.5813,18.2439
2113,Bjässhammarn,62.3638,17.0537
2114,Björka,59.1,15.1167
2116,Björkeberg,58.4667,15.3833
2117,Björkedal,58.3538,14.3366
2118,Björkekärr,57.95,12.4667
2119,Björken,60.7813,14.8599
2120,Björkeryd,57.5211,14.9802
2122,Björkfors,65.8256,15.0742
2124,Björkhage,57.5609,18.515
2127,Björksele,64.9839,18.5328
2128,Björkshult,57.0823,15.7037
2129,Björksta,59.0634,17.0065
2130,Björktorp,59.4345,16.9651
2131,Björkudden,59.2744,18.3924
2132,Björkvassla,61.1283,14.4771
2134,Björkå,59.1,15.1167
2135,Björkäng,57.0099,12.3621
2136,Björkäng och Smedsgård,57.0194,12.3405
2137,Björkön,59.3254,17.5615
2138,Björnahusen,55.8333,12.9667
2139,Björnhult,57.1522,14.2606
2141,Björnsholm,57.9499,16.4447
2142,Björnstorp,55.6436,13.4059
2145,Björsberg,60.78,15.4661
2147,Björsjö,61.8901,15.6105
2148,Björsund,59.45,16.7167
2149,Björtomta,61.3487,16.6262
2150,Blackstad,57.7904,16.2044
2152,Blankaholm,57.5906,16.5259
2153,Blattnicksele,65.3466,17.5959
2154,Blecket,61.2667,14.3331
2155,Blidö,59.6072,18.8944
2156,Blista,58.9852,17.8346
2159,Blixtorp,57.0964,12.3419
2160,Blyberg,61.1512,14.1815
2161,Bläshammar,57.1565,12.2496
2162,Boalt,56.3741,13.3144
2167,Boda glasbruk,56.7236,15.6725
2168,Bodarna,59.9053,15.9723
2171,Bodbyn,64.0037,20.3919
2172,Bodbysund,64.4935,20.7138
2174,Bodträskfors,66.0894,20.9096
2175,Bodum,65.8222,21.6608
2177,Bodviken,60.6197,16.7721
2179,Bodås,60.4287,16.4485
2180,Bograngen,60.7029,12.5936
2182,Boheden,58.2784,15.4608
2184,Bolmen,56.8165,13.7007
2187,Bona,58.6496,15.0537
2188,Bondarv,61.684,16.1463
2189,Bondstorp,57.5897,13.9252
2190,Bonnarp,56.0746,13.1926
2192,Borghamn,58.3824,14.694
2193,Borgsjöbyn,62.5355,15.9611
2194,Borgunda,58.2921,13.8005
2195,Borgvattnet,63.4242,15.8228
2196,Borgvik,59.3517,12.9579
2197,Borgåsen,57.3581,14.174
2198,Borgåsund,59.5089,16.2618
2200,Bosön,59.3833,18.1833
2201,Bottna,58.3996,16.6667
2202,Bovik,57.75,11.6833
2203,Boviken,64.7982,21.0486
2204,Bragnum,58.1331,12.8556
2205,Bramstorp,55.5497,13.3639
2206,Brandbo,59.9468,15.8889
2208,Brandstad,55.6813,13.7191
2209,Brandstorp,58.0955,14.2047
2211,Bratten,57.6167,11.7917
2212,Brattfors,63.6392,19.6215
2214,Brattmon,60.7555,12.7757
2217,Bredsel,65.8509,20.4577
2218,Bredsättra,59.8697,18.8008
2219,Bregårdsängarna,59.3486,14.4724
2220,Bremnäs,57.8667,11.7167
2221,Brevens bruk,59.0121,15.5821
2222,Brittatorp,57.0345,14.9387
2223,Bro och Björkhagen,59.3239,18.066
2226,Broby hage,59.8584,17.8237
2227,Brodalen,58.4164,11.4794
2228,Broddbo,59.9847,16.4762
2229,Broddetorp,58.3,13.6
2232,Brohammar,59.4461,16.3123
2233,Brohusen,55.9086,12.8214
2234,Bromma,59.3418,17.9204
2235,Bromsta,59.659,17.821
2236,Bron,58.1718,12.4104
2237,Bruket,62.9376,17.789
2238,Bruksvallarna,62.6435,12.4282
2240,Brunnefjäll,58.2602,11.7756
2241,Brunnsta,59.6108,17.4779
2243,Brunnsvik,60.2019,15.1317
2245,Brustorpet,60.0649,15.5511
2247,Brån,63.8434,20.2845
2248,Brånshult,58.4497,15.7217
2249,Brändan,61.0831,13.3
2250,Bränna,58.792,12.4277
2251,Brännan,65.6667,22.1
2252,Brännberg,65.7857,21.2279
2253,Brännebrona,58.5763,13.606
2254,Brännehylte,57.3178,13.8476
2256,Bränntorp,56.6833,16.35
2257,Brännäs,65.0995,20.0877
2258,Brännögård,56.9999,13.0942
2259,Bränslan,65.794,21.7246
2261,Brömsebro,56.2992,15.9979
2263,Bröttjärna,60.5053,15.0181
2264,Buared,57.3609,12.1546
2267,Bullandö,59.3097,18.6583
2269,Bunn,57.9391,14.4975
2270,Bunsta,62.2534,17.3273
2271,Burens,60.1777,15.1652
2272,Burs,57.5307,18.6672
2274,Buslätt,58.3129,11.879
2276,Busterud,59.4029,13.6338
2277,Byarum,57.5403,14.1432
2279,Byholma och Grimshult,56.7881,13.5658
2280,Byle,58.9848,15.8053
2282,Byn,62.0353,14.4397
2283,Byn och Hallen,63.0223,16.6349
2284,Bystaden,60.3307,17.9272
2285,Byxelkrok,57.3255,17.0125
2287,Båberg och Kvarntorp,59.1421,15.2894
2288,Båleröd,58.8952,11.2076
2289,Bången,58.3667,11.7667
2291,Båtbyggartorp,59.5209,17.8489
2292,Bäck,56.3465,15.1536
2294,Bäck och Vång,56.2578,12.8345
2295,Bäckalund,58.4557,13.1787
2297,Bälganet,56.3833,15.0167
2301,Bäsksele,64.6276,16.8817
2302,Bö i Klövedal,58.0417,11.5333
2303,Böda,61.0066,15.2158
2304,Böj,59.4475,13.7453
2305,Böja,58.5523,13.774
2306,Böksholm,57.0852,15.0077
2311,Bölse,57.1336,12.289
2312,Börjelsbyn,65.899,22.9364
2313,Börjelslandet,65.7697,22.1512
2314,Börringe,55.5,13.3333
2315,Börringe station,55.4872,13.3332
2316,Börringekloster,55.5075,13.3281
2318,Böste läge,55.3442,13.3094
2320,Dala,56.1806,14.9111
2326,Dalhagen,57.6647,16.1775
2328,Dalkarlsberg,59.4358,14.8706
2329,Dalkarlså,64.0323,20.8501
2330,Dalshult och Fridhem,56.5701,14.1192
2331,Dalsjö,60.4942,15.5212
2332,Dalskog,58.7461,12.2847
2333,Danmark,59.8324,17.7448
2334,Degerby,64.7599,20.8889
2335,Degerbäcken,65.8501,21.4016
2336,Degernäs,63.7668,20.256
2337,Degerön,58.7001,15.1507
2338,Dekarsön,63.2561,18.8084
2339,Dikanäs,65.2317,16.0008
2340,Dimbo,58.1694,13.8171
2341,Dingelsundet,59.3508,13.4399
2342,Dingelvik,58.9309,12.2361
2344,Djupedal södra,58.5315,11.3229
2345,Djupekås,56.0707,14.7185
2346,Djupviken,59.2341,12.846
2348,Djurröd,55.9967,13.8844
2349,Djursvik,56.4334,16.1103
2350,Djurås by,60.5608,15.1318
2351,Djurö by,59.3119,18.7043
2352,Djurön,58.6333,16.35
2353,Djäkneboda,63.9987,20.7989
2354,Djäkneböle,63.7729,20.0496
2356,Dokkas,67.0667,21.3339
2357,Dotorp,57.85,11.8333
2359,Drottningskär,56.1125,15.5537
2360,Drängsered,57.8167,12.3667
2361,Drömme,63.2614,18.2533
2363,Dykärrslid,57.842,12.5031
2364,Dyvik,59.1998,18.4037
2365,Dyviksudd,59.1899,18.4102
2366,Dångebo,56.5104,15.1631
2367,Dåntorp,59.1481,18.0919
2368,Dädesjö,57.0099,15.1019
2369,Dänningelanda,56.7964,14.789
2370,Dörarp,56.9838,13.9989
2371,Dörby,56.6667,16.2167
2373,Döviken och del av Krångede,63.1385,16.1771
2374,Ebbarp,57.4967,13.0722
2375,Eda,59.8375,12.314
2376,Ede,63.0568,14.8125
2377,Edebo,60.0061,18.5798
2378,Edenberga,56.4643,13.0943
2379,Edenryd,56.0438,14.5234
2380,Edet,65.52,22.0361
2382,Edsele,63.4067,16.5401
2386,Edsken,60.5423,16.2239
2387,Edsleskog,59.0587,12.4669
2388,Edsta,59.6191,17.2919
2390,Edstorp,56.203,15.0507
2391,Edstuga,61.323,16.3225
2394,Eftra,56.8558,12.6535
2395,Eggen och Säljåker,60.6198,13.7673
2396,Ekeboda,55.8547,13.6748
2397,Ekebol,58.95,12.2831
2398,Ekeborg,58.5051,16.3208
2403,Ekebyholm norra,59.7698,18.3555
2404,Ekelid,57.0095,13.3095
2406,Ekenäs,58.9001,13.2328
2407,Ekeryd,57.6,14.0998
2408,Ekestad,56.132,14.2524
2411,Ekholma,57.1,15.5833
2412,Eklången,59.2333,16.8167
2413,Ekolsund,59.6167,17.3667
2414,Ekskogen,59.641,18.2264
2415,Ekskogen och Älgeby,59.6191,18.3779
2416,Eljaröd,55.7,14.0333
2417,Ellanda,56.8278,14.6414
2418,Ellenö,58.5158,11.9804
2419,Ellne,61.2658,17.0026
2420,Enebacken,56.3954,16.089
2421,Enkärret,59.2667,18.45
2422,Ensta,59.4568,18.0564
2424,Enviksbyn,60.7983,15.7866
2425,Eriksberg,57.7035,11.9146
2427,Erikslund,62.523,15.913
2429,Eriksmyst,57.6245,12.4242
2430,Erikstad,58.6333,12.4167
2432,Ervalla,59.4167,15.2333
2433,Ervalla station,59.4402,15.2483
2435,Eskilstorp och Hemmeslövs gård,56.4241,12.9214
2436,Eskön och Esköränningen,60.7976,17.2998
2437,Essunga,58.1955,12.7782
2438,Essunga kyrkby,58.1839,12.7847
2439,Estabo,58.9842,15.0663
